Word ID	Word
3230	forgive
903	strength
4581	harrows
3118	laden
2331	thoroughly
1361	latter
2591	responsible
1161	snow
2769	eagerly
3224	chest
2237	overtook
1578	pinafore
2282	doors
615	laughed
3264	cleft
1541	fattening
3563	rider
3037	blue
4151	starved
468	maiden
126	shall
424	mother
1647	corpse
553	mouth
2739	reverence
966	ashes
2060	coin
2255	parting
4017	crevice
2881	accord
3412	consumed
170	flow
714	dog
4869	ridiculous
1046	deeply
2524	breathed
3029	weakest
4092	sunbeam
1529	scream
2170	doves
898	saying
4417	beaten
3319	pope
731	hunger
147	nodded
2648	rascal
4815	retire
4757	colors
2912	chandelier
2260	poison
261	earth
2586	bail
1502	enjoyed
2108	bearer
2303	judges
3132	sewn
4305	proofs
4672	sleeps
2635	peasants
4753	astounded
4787	folded
1486	sugar
388	bush
681	touched
2116	rich
918	heartily
3245	announce
3781	borrowed
166	do
4559	mixture
3422	spill
632	rejoicing
3329	ecclesiastics
1875	tailors
103	watch
4790	perceive
3321	cardinals
3869	foremost
1413	pocket
4518	shutting
3003	scraps
140	christopher
3661	globlet
550	wedding
3180	ferryman
2147	knocks
2737	seemly
510	earn
1990	bar
3739	countries
3049	nicely
724	fields
3181	rowing
3463	anxiously
669	licking
2099	patch
947	twice
647	bad
802	softly
3754	stead
4831	troop
3812	release
3721	hasten
1005	steal
4784	steam
1876	ears
2669	searching
2660	blew
965	miserably
1194	swept
2423	riches
3056	nut
560	gladness
3639	resist
2314	bled
4480	depends
2214	toes
3098	cattle
3578	fail
356	miserable
2855	fain
3620	hammer
2689	mournfully
1151	best
1407	pebbles
1677	voyage
71	said
1597	runs
3908	shaven
4315	lots
160	away
2478	sail
3723	rings
4023	bier
1689	extol
3046	grandmother
293	mud
2942	thrushs
4462	teaching
4348	ailed
2123	drawn
2860	sorts
4822	previous
1660	approach
3253	preserve
2000	warrior
1278	sleepeth
693	never
3749	cleverer
3596	bargains
1548	wo
3498	confusion
997	handful
1978	weak
528	however
254	weary
763	devour
1139	drew
2371	extent
2932	gentry
1721	news
2183	picking
3828	debt
1764	kitchen
721	pity
955	received
2120	protect
1788	perish
2553	cow
2674	met
807	country
305	ill
963	against
4734	hated
2943	thrushbeard
232	asked
3112	fearlessly
1937	peacefully
2042	snored
1944	unbuttoned
3109	spear
2575	vexed
949	appeared
1648	royal
604	vain
4196	height
3910	hers
2451	tons
567	called
2024	betook
3622	loaded
1317	humming
3488	trust
598	speak
3755	gratitude
3776	accustom
2701	lightly
2606	beef
3969	trina
2528	condemned
3729	slay
3787	fro
99	three
16	been
150	quickly
1426	chimneys
3580	farthings
2719	beer
187	much
4635	interest
1831	expected
4657	transformed
1182	entered
824	lovely
321	thrice
3843	duties
1254	threw
3125	obtained
805	life
786	deeper
1770	spit
1637	attacked
616	greyhound
2231	pecked
2424	apartments
4865	uncommon
3204	gently
4277	payment
2514	lift
3022	hoist
2687	hollowed
588	child
433	catch
2140	worked
2238	sad
1301	spin
1758	pitiful
3402	gracious
1640	physician
4631	exception
594	save
4682	thenceforth
3533	buckled
3700	hangs
3592	tastes
375	air
892	ugly
447	near
4698	melted
4750	neat
4334	elves
2557	aik
1651	coffin
2585	stopping
3547	pitiable
4569	cracked
1029	voice
596	seven
517	changed
3139	fourteenth
798	played
3427	dumplings
72	is
15	it
3963	sting
4270	locksmith
2253	brewed
2573	im
2090	fled
12	in
4813	march
4209	philosopher
1598	mouse
3648	id
4703	disappear
120	if
478	grown
3824	damaged
4322	recover
1654	bottles
3235	shimmering
1817	perform
653	things
791	make
854	wound
1092	beside
979	rapunzel
4676	clucking
3045	harmony
2515	unfortunate
2395	plates
2086	several
3350	grows
3364	bells
1354	wheel
2960	fairly
1234	boiled
2975	crockery
3129	sings
3793	springing
1079	misery
1133	hang
652	evil
1069	rapunzels
1790	delight
3788	spanned
2076	unicorn
3270	hans
2222	insisted
2725	opportunity
999	greedily
3087	thoughts
1208	butter
2141	hearth
908	weakly
1287	kept
4497	whereby
1588	thy
4477	changes
4341	possessed
3010	humble
3605	drip
2656	inherit
4091	leaved
2640	ragged
3315	rome
443	greatest
2684	tormenting
729	hearts
32	the
4854	glittering
2954	yours
713	left
3655	leagues
4258	spurred
4739	neater
3031	appease
2121	departed
239	just
1298	sentence
956	gods
3349	masons
3474	sleepy
859	forsaken
2019	assigned
4755	disguise
1449	farther
803	human
1442	followed
286	yes
288	yet
4527	secure
4335	note
1503	hills
4791	dearer
1974	cherry
9	had
3535	fared
3275	hay
1481	spread
1178	obedient
1679	board
694	innocent
3666	prison
946	fares
2662	east
2148	hat
4352	flowing
204	gave
365	desire
2137	mocked
4314	casting
4162	boasted
1230	possible
2898	forester
667	fast
2220	possibly
3712	dismount
1107	birth
3744	destroy
697	judge
3195	dreamt
2511	burns
659	burnt
2097	dreams
2596	apart
1237	shoulder
3760	sorrows
2695	deafened
1191	gift
4392	visible
1757	waddling
1175	contradict
809	hunt
4217	pavement
1879	steps
1635	splendor
108	night
1341	hung
3980	security
2642	cooled
4627	meats
1074	right
586	old
1811	crowd
325	people
2694	chanced
857	easy
877	crown
336	briars
1567	dead
1573	chests
1497	born
1105	roamed
1521	escape
687	dear
2848	prick
629	bore
2286	guess
4191	rapidity
3738	enemies
3375	nobleman
3581	oppressive
106	for
1321	bottom
3392	carts
1730	whispering
2587	companions
3949	fox
4351	misled
1239	ice
573	plucked
303	everything
3231	stumps
2166	asking
2757	loins
329	summoned
4617	pondered
1526	shrivelled
3034	wandering
1306	beating
784	cord
2819	sewing
3571	bold
2823	defend
3359	corn
2325	burn
4286	wakens
281	disappeared
3992	discount
3252	substituted
1562	bolt
3534	keeper
3050	peep
4709	bury
2778	properties
1863	homewards
223	wept
4503	benches
4405	intentions
4058	months
1397	o
577	dinner
1094	despair
4356	coiled
473	afternoon
880	own
2676	lacked
3846	slightly
3401	marshal
3297	croak
1622	raised
1086	aha
2638	whats
1264	formerly
2193	mantle
4495	scythes
1789	prisoners
666	bound
1233	cauldron
3646	glimmering
93	down
1760	lies
1518	beings
3663	sow
2501	shoots
849	frightened
3562	stumble
2272	murderers
3675	parade
4716	existed
3976	rely
2707	despised
1856	rustling
1602	support
677	flying
889	jealousy
779	roebucks
1609	fight
3001	avail
299	stuck
776	quiet
591	way
4181	wax
1101	naught
2	was
1608	war
60	far
373	happy
3462	fork
1807	starve
149	head
3312	successfully
773	form
2009	offer
541	magnificent
3471	heal
2490	fore
392	pricked
911	heat
4150	needles
519	hear
1364	heap
3769	learned
1540	astonished
2234	blindness
929	true
3405	deepest
569	lilies
1325	dowry
2435	sighs
3885	extremity
346	inside
1967	bargain
944	tell
4197	crystal
3794	anew
3044	coverings
3068	latch
4327	temper
3837	trim
750	brightly
2843	promises
3310	adopt
3274	sticks
4575	unharnessed
3113	fury
3435	steady
3597	fattened
4544	covers
3299	drive
4748	somebody
3313	howling
2287	guessed
1363	promised
800	prayer
1680	ship
4554	mrs
4099	remembrance
3970	dealer
430	peeping
1060	willingly
1505	crutches
3948	password
3638	smelt
1691	faithful
1349	aunts
123	no
1263	whereas
668	stake
25	when
3619	handed
1512	reality
3545	uttered
4346	tin
2831	falsely
747	creep
2885	holding
1275	soundly
4452	test
2763	tie
581	vanished
990	nt
3782	brisk
3690	keuterberg
2415	picture
4321	intend
571	brothers
962	delivered
1226	toad
2197	preceding
1011	felt
1369	mightily
3234	maimed
1210	journey
2729	intent
2709	occasion
631	magnificence
1098	pierced
704	died
1421	legs
3302	warn
2230	younger
1080	fastened
818	longer
2838	bestowed
1838	sacks
3239	moat
2337	vigorously
2279	innkeepers
4288	landed
1232	daily
3414	trembled
1458	beds
4711	steeds
981	longed
2910	fundevoel
1064	remarked
1560	push
2161	fasten
4221	parcels
1676	restored
2194	gown
4368	recognize
1950	childs
3434	managed
4176	chain
1815	whoever
1571	dance
4449	skip
2274	rob
315	unhappy
3924	souls
1813	horseback
38	EOS
3678	yoked
4649	daytime
1847	grateful
863	skin
1610	battle
470	mill
4398	involved
3866	smock
1123	milk
2925	row
3249	injure
306	certainly
2970	ware
207	mallet
3589	flask
1565	godless
2419	swoon
143	father
3916	vex
3740	passage
2583	barked
861	answered
3955	charge
4540	unpleasant
2816	dissatisfied
4055	carpenters
931	suckled
1020	terror
2538	suffered
481	pleases
3065	fancied
2671	handkerchiefs
3369	tidings
4113	sockets
3002	string
3775	advantage
953	none
718	choice
4094	gloomy
4143	mourn
3248	fatigued
3467	knapsack
4622	advised
1531	cook
520	word
1347	trouble
4828	fifty
614	nor
2119	pious
3623	minute
174	room
2911	nowhere
1538	dim
1833	perceived
2240	sighed
2618	presented
285	did
221	die
4157	dig
576	brother
3033	mens
496	leave
4021	collect
3701	settle
1921	embroidered
3338	stipulated
839	quick
4599	loads
2506	woven
353	round
2902	fundevogel
1982	upper
1180	blade
1225	says
2323	meadow
3560	horseman
3696	hindered
3785	discover
3257	sign
4101	gnawed
992	cost
4255	chopping
2782	shirts
3736	scarcity
2824	utter
3539	smithy
1804	helpless
1549	bake
821	fear
752	drinks
2370	curse
2157	appear
3079	wolfs
4047	candle
4003	imagined
1144	celebrated
2085	havoc
3810	rub
3278	goes
2799	starwort
167	reply
1375	falling
3574	trot
699	filled
3649	satisfy
2394	dwarf
1164	basketful
3193	heavily
4430	clerk
1142	widow
2896	plucking
1737	understanding
431	water
2540	requited
4862	melchior
742	witch
583	alone
2352	along
3795	cork
4416	curtsied
384	change
759	wait
2667	box
11	boy
686	flames
4671	brilliant
1806	shift
2117	sick
4839	studied
960	guilty
3925	bow
3497	trial
3311	accomplished
1460	crumbled
4174	carbuncles
2310	usually
2023	quarrel
801	pillow
4469	homeward
1452	mouthful
4610	horeses
1852	tasks
4178	insolent
1905	unbidden
2057	madman
4510	merely
4015	prefer
4767	paragon
2316	marked
3939	bloody
2920	withal
4148	stings
1762	swallowed
4592	stingy
2350	wealth
3822	working
1772	prove
289	sake
3499	confounded
434	angry
1251	visit
1112	tears
4761	tightly
2530	permitted
2106	wrongs
788	live
209	wood
2693	wonderfully
4293	opposed
1515	keen
3111	shouldered
3373	angels
637	wicked
2205	smeared
3205	roared
3116	entrance
1236	flung
4539	fierce
4647	consoled
4114	towers
500	altar
3660	vagabonds
1372	odious
2917	drown
1742	everywhere
1802	flapping
4645	hesitated
2202	employed
4611	shafts
3143	prophecy
4875	rumpelstiltskin
4606	bushels
1471	fly
4819	demolish
4853	valued
3991	deserved
2132	decked
1469	thousands
2679	simpletons
3686	pretend
1090	cat
2275	soup
2718	sour
1292	drags
165	can
219	believed
1582	ferry
2659	dispute
4478	bites
4359	slightest
3919	lighthearted
605	heart
3486	crazy
2541	figure
3436	mirrors
2556	frogs
4612	earnestly
3482	arise
533	heard
1923	stroke
1342	chin
1949	dropped
1013	allowed
4312	counting
2306	stole
3384	pink
1844	rays
1157	winter
2422	inheritance
1698	fortunately
1186	divided
1668	watching
2301	poisoned
3460	cookery
3244	write
111	till
1289	sunday
4044	dined
1281	sword
82	skates
4193	tile
3719	gaping
1192	speaks
1653	loaves
3650	map
1419	staying
2204	staircase
2379	keepsake
3895	ducats
2517	sacrifice
3737	fed
400	spot
3417	disgusted
2750	produce
2213	trickling
4136	mankind
909	such
4821	tablecloth
4652	dove
1051	grow
68	man
438	vomited
1857	branches
4834	noses
2392	succeeded
2893	joint
1359	whenever
1652	candles
139	st
1596	tale
2634	inform
2877	thorny
1867	tailor
59	so
745	crept
1097	thorns
67	tall
3342	tapped
1128	pulled
4066	gesture
2976	drunken
3681	disturbance
3836	serving
2131	shoes
4214	repair
197	indeed
1820	forfeit
3162	wrote
925	midnight
27	years
2949	ended
3804	spurning
2342	stayed
2206	pitch
1554	darting
906	cold
155	still
1470	birds
683	tore
2012	limbs
2362	boys
1343	thumb
3654	maps
3926	willow
885	torn
3903	troubles
4013	stupidity
1661	hewed
1550	heated
482	maid
661	window
4538	suffocate
1740	suspicion
1989	spacious
848	dreadfully
4572	farmer
3519	ours
218	troubled
3685	parades
408	instantly
3840	stewing
1181	modestly
3765	woodcutter
2543	johns
3151	halt
4696	thereby
3421	grandson
2741	christening
991	sooner
283	delighted
3585	underneath
4296	touching
1850	conquer
193	half
55	not
901	bath
1655	provision
2519	hall
2866	rattles
3586	barrow
3212	unfruitful
4613	administer
4872	shouted
1022	name
3936	respectable
527	servant
4175	corners
2418	drop
2744	laborers
2787	flown
3784	peered
1870	peasant
3694	fisherman
3059	craftily
1672	veins
1453	scolded
323	entirely
1888	quarter
3594	vexation
2589	unloaded
2169	turtle
4056	square
3489	eh
1784	reeds
1599	whosoever
4407	reel
3841	sweepings
537	beloved
494	hurried
1558	goose
3805	richly
2134	fires
4705	owing
3490	farewell
4338	fainted
4609	entering
1036	year
480	girl
3656	worried
1841	sunrise
2430	tried
4126	giddy
1285	living
1682	shown
624	beauty
366	space
2612	profit
3855	uncombed
765	thirst
995	hastily
1374	treading
1900	attracted
3466	seriously
1798	stupid
4247	journeying
1444	coined
4263	dominions
4826	clover
2334	attended
3115	monster
3345	unexpected
2400	seventh
4756	laces
748	brooks
3944	spies
4378	wits
3559	lump
1168	besides
4238	spied
4747	ore
3114	cloven
4850	manikin
871	care
3711	advance
4490	fixed
1738	language
3170	marries
3971	affects
2311	fonder
1117	contented
1855	kingdoms
2280	honest
1223	turn
389	place
4237	swine
1282	swing
3169	entrusted
202	think
357	waited
192	first
1100	blind
1930	cheese
1427	constantly
592	saving
3036	destined
3725	striking
2367	spoken
1717	waves
4298	potter
442	yourself
1796	clumsy
4641	soaring
1882	inspected
2080	directly
1475	carry
2675	impossible
4830	hazelsticks
2167	tame
692	open
1336	tomorrow
3440	discharged
4438	size
1988	sheep
1810	city
504	given
4103	thoughtless
2122	sheet
3187	silent
3304	district
3006	derision
1385	bite
183	slept
4508	plagued
2089	tusks
940	anyone
3820	woodcutting
2178	shiver
1412	stuffed
279	white
2979	bits
1054	friend
3178	gives
663	eyes
3071	hug
882	pomp
3800	releases
18	that
4460	thieving
3356	brains
4302	suit
2051	pelting
2773	hut
3207	released
2600	alas
4297	eyed
3147	undesired
4180	copy
190	than
722	wide
1707	sailing
4582	oats
2039	require
4001	folly
4190	modelled
2412	halls
2857	plenteously
3352	future
4629	knives
1510	apples
2027	venture
3236	fruits
1631	oath
30	and
1639	illness
1000	tasted
3238	angel
1344	remained
4350	seal
1141	turned
249	lice
1575	jewels
1731	voices
1794	ant
2862	winding
761	say
727	rained
1627	buried
3732	cupful
1014	anger
1185	breakfast
3523	sap
47	saw
368	any
222	sat
2347	clung
4244	overjoyed
3940	footed
3004	general
4811	warriors
680	downwards
2796	aside
2850	shocked
1099	wandered
4389	dining
4551	rascals
1293	wretch
226	take
4264	resembling
603	wanting
2610	wonder
3426	blunt
3388	skilful
3709	closer
1332	begin
2909	sure
1093	pain
3089	pail
3108	opposite
440	walnuts
3977	price
483	knew
2059	paid
2800	falls
3485	lustigs
700	boiling
1072	pair
1859	knee
1351	cleared
3291	calves
1763	queens
3888	bearskin
2940	especially
4131	fills
1827	considered
4662	egg
1832	proud
3818	blockhead
1474	hungry
4522	gracefully
2727	wing
4317	ways
1705	bade
4597	powerfully
2789	sunset
205	axe
4031	stockings
4683	uncle
4229	hedgehog
3746	salt
3929	trotted
1360	quantity
2102	yard
3043	pans
477	walking
887	shot
2087	foaming
2924	marshalled
1907	german
1873	cheap
1353	trod
2104	discovered
294	bright
2118	bedside
4236	shod
2210	shoe
179	threshold
936	corner
4778	trow
2936	fifth
320	ground
3947	gnat
4809	whatsover
1495	gnaw
2865	busily
2433	destruction
2096	warlike
3954	plume
2216	stained
3884	cloak
4397	crime
4070	gulp
4866	shortribs
602	only
304	going
2126	black
4720	dreamed
4355	uppermost
1075	snip
3658	invisible
975	dreaded
1522	plump
657	lighted
1533	bitterly
4536	guarded
453	rejoiced
461	get
4719	committed
4204	cannon
4640	diamonds
3452	begging
2006	counsel
2344	truly
4824	fortifications
159	cannot
395	nearly
3803	cheat
4632	distinctly
2044	pocketsful
2990	humbled
2872	hedge
1030	unfastened
2821	treachery
3013	celebrate
1310	reveal
3584	leather
2615	command
775	sorrowfully
4266	befall
2972	yield
112	morning
3667	naked
445	miles
3138	predicted
3520	landlord
1553	dough
4144	finishing
881	where
2278	communicated
985	husband
4670	helps
4173	gleamed
1747	declared
1551	oven
2474	burst
2481	seas
4169	dived
2249	fanned
2248	seat
4552	relative
3511	namely
256	asleep
4661	sorest
2745	hoes
1667	hastened
856	sport
3635	aroused
3797	strangle
3083	forbidden
2069	concern
3097	farmers
2941	crooked
831	jumped
2919	haughty
4084	forecast
460	outside
4088	moldy
4161	arrogant
200	between
1734	chattering
1587	across
1414	forsake
1077	pitiless
3250	arrival
4675	fir
847	notice
1709	thunderstruck
760	spring
3876	fearless
3756	grieves
413	preach
4534	pained
2888	pluck
3308	revealed
2375	blame
2633	disrespectfully
1708	countenance
4141	spare
3564	hurts
3039	tub
2159	comb
117	come
1825	grieved
1119	mans
3741	conversed
3428	strides
316	many
3986	stupidest
4090	thickly
810	blasts
1305	loudly
4408	nutshell
4125	mane
3748	departing
2666	prettiest
899	comes
2285	riddle
2022	among
4228	madness
1116	afterwards
1255	stream
538	prayed
2245	armchair
2171	pot
1846	ants
2335	satisfaction
2566	maintained
994	clambered
878	stretched
3832	learning
2084	boar
4218	moreover
4245	writing
1693	boat
1883	nose
1524	muttered
3576	mare
2241	arts
643	practises
4706	lifes
2649	capable
1536	stretch
2663	west
1140	informed
2318	mark
1170	breath
1928	workshop
2233	punished
3432	scramble
1671	hardly
2712	sensibly
3790	schoolboy
1423	wants
4279	direction
4792	enable
544	offered
1605	blessing
3219	greedy
3160	commands
2547	wounds
2425	dangerous
753	tiger
4713	mocking
2480	observe
4531	wake
4342	rubs
4496	stems
1260	suspected
2372	careful
4486	ruby
3500	former
646	those
1016	case
3817	wherewithal
118	myself
441	these
2495	mount
1965	twigs
3621	straighten
3588	trick
964	cast
3437	slippery
4725	forefinger
1948	squeezed
4152	situation
521	awakened
2349	cock
1904	invited
2180	slippers
3276	cart
4842	endowed
622	brow
4857	strait
3902	purse
913	nightcap
1754	smooth
2614	according
4440	huntsmens
1430	middle
4804	pressing
1570	embrace
3657	dangerously
268	commanded
2705	wisely
4619	hens
4374	awhile
3618	worry
3251	different
509	perhaps
4628	handled
3834	doctor
4860	inquire
1250	pay
1248	granted
2779	unrolled
2770	perpetually
579	same
4448	trip
2836	acquaintances
2041	followers
4472	buys
1616	stepped
3809	plaster
4435	pan
4331	stomacher
4086	week
3525	noble
701	oil
4073	barefoot
4732	ween
2343	sickness
4064	enjoyment
3154	foundling
1089	nest
2037	assist
3691	hullo
4735	weed
2552	driven
3493	persons
4414	fowls
3095	lamentation
347	arose
2721	cinder
1103	weep
1316	wheels
2332	holle
1346	complained
1012	longing
4614	fortnights
3934	dying
4234	bagpipes
1899	flies
4535	floor
3512	magical
4601	bailiff
952	restrain
2218	stunted
1638	severe
1213	without
2293	solve
2710	bottle
4095	relied
4102	faintness
1713	reward
1797	bodies
4379	consisted
270	heaps
3023	summer
2385	malicious
1822	suitor
1670	being
4500	generally
4107	guided
923	rest
813	shouts
3225	sweeping
1258	violent
2247	growled
858	kill
1887	ounces
1378	touch
4715	tis
2181	speed
4514	kneeling
3263	wifes
1173	blow
617	sprang
128	death
2317	dipped
1145	womans
2356	thinking
385	rose
1885	seems
2405	except
4659	peak
4578	harrow
1664	parts
1431	pile
958	rosy
3256	hind
4377	disputing
212	struck
1066	heavier
3246	joyful
1114	kingdom
1860	starving
585	around
2026	kills
1771	easily
1945	read
4812	ruler
4051	mow
711	crusts
828	dark
3016	earnest
2588	insist
2297	listening
3385	confined
493	world
2930	earls
505	lady
2956	hovel
943	dare
4316	mannikin
1118	acquainted
1050	fortune
2246	stranger
546	ribbons
3362	fowlers
2720	greeting
4816	shelf
1566	lightning
526	chamber
2599	audience
3327	miraculous
355	either
562	bewitched
3361	fully
486	served
1024	tower
4681	sorcerer
2795	robbers
4201	clap
1752	making
2771	fulfil
564	twelve
2232	falsehood
2647	jews
3945	enemys
2783	witchcraft
1634	outlive
3378	pronounce
4663	winds
4445	ante
2597	snatched
1946	respect
2793	duration
3199	root
3076	snoring
1714	accomplice
2139	lentils
3472	provided
3134	bones
1979	twig
2434	unlocked
224	noon
2809	smitten
1406	moon
3381	throat
3582	moor
4345	garret
4630	forks
475	tubs
2212	knife
1663	severed
2869	frizzling
1371	welcome
3997	wheat
158	business
4481	sensible
2827	sixth
1295	nails
3683	sprung
4253	slaughter
309	broken
4593	journeyman
1748	innocence
3391	sixty
4304	roaming
1697	fished
1202	throw
3508	tread
2864	lock
178	on
137	stone
1115	joyfully
235	oh
28	of
4712	jeer
3727	violence
2403	favorite
3671	drag
3802	slender
1487	meal
3777	chop
1617	boldly
255	fell
762	wolf
411	stand
1576	pockets
2605	ox
3842	wanderings
896	luck
599	or
725	stony
865	heavy
1457	quietly
4779	utterly
1433	burning
4738	whites
2955	wishing
138	image
4284	skilled
549	blessed
4208	legged
2987	cursed
4590	harness
